place_id,name
ChIJnXawiZkB7ogRF9DR7sqfDo0,Automated Self Storage
ChIJJxnC_GYC7ogR4QsLJhyEmQg,New River Self Storage
ChIJm2GeMugB7ogRAQj5lnsM3wM,Mini Self Storage
ChIJk2Nk26QD7ogRD5w7TWxhYK8,Oakridge Mini Storage
ChIJRX8NDkoD7ogRwmeI7tNEZ_c,Storage Zone Self Storage and Business Centers
ChIJw2o5TdWI8IgRAiDAJTl-LCQ,Target Mini Storage LLC
ChIJh7DBcS6P8IgRS6GnuvGpOTk,Universal Storage
ChIJm7F-IsuI8IgRsv481MCzOOE,Irish Moving & Storage
ChIJoaaNROuG8IgRkVKn4d8ZrGg,C & T Mini Storage
ChIJXx9wZ2sjX4gR2jqHl8ythhg,Keep it Storage
ChIJJZSTzVkvX4gRwll_FH1swfc,Starr Storage
ChIJN7gimk4vX4gRScwu-eCOuyY,Hiawassee Storage
ChIJC5HwZa0vX4gR0Ux1TcpJVNU,Streak Hill Mini Storage
ChIJmS0UUwxWi4gRy2dq0GCvqJI,AAA Storage
ChIJoWWuXndWi4gRsMBHEfLwdPw,All Self Storage
ChIJL76v02xVi4gRJa5dKIDxXfk,Red Dot Storage
ChIJZwXUgiJUi4gRd1ofjKaFpb4,Commerce Mini Storage
ChIJMy0qCPZUi4gRu13dhQO60Kg,New Franklin Rd Self Storage
ChIJC2g99aOq9IgRcX7GVOmXFo8,Highway 29 Mini Storage
ChIJLdOFZ5hXi4gRtebXmHVXCgQ,West Point Road Mini Storage
ChIJswMfB6dXi4gRjku-7HqhsPE,iStorage Self Storage
ChIJW6px_adXi4gRZp3vtZx7B5k,Lee's Crossing Mini Storage
ChIJE3_y6a5Xi4gRTqRUNmNVxWw,Leapfrog Storage & Trucks
ChIJKYP-EYIXX4gRpCx48bmMnCU,DT Mini-Storage
ChIJg_H80EQXX4gR5SQvpQIzNfY,Mountain Town Storage
ChIJ4TlWEKkiX4gRcUOhaE4nErg,Blairsville Storage LLC
ChIJPyAPv8MiX4gRB6zJzvhdFtU,Inn Storage LLC
ChIJyQfcs_YZX4gRtLWIwxfU9DQ,Ridge Mini Storage
ChIJpbcf1_AZX4gRlE9TRZ-rpVE,Lake Nottely Self Storage
ChIJHUqUrZJ-84gRGsBfRwHB_3Q,West End Mini Storage
ChIJhbwppeV-84gRpYLG2LGIoOo,Barnesville Street Mini Storage
ChIJ5XG973B-84gRhb6NeBtfRKw,Semi-Storage
ChIJTwOXjRZ-84gRSRORBStF7GM,Jeff Davis Mini Storage
ChIJbQdMzRd-84gRqPUD5pvj71Y,Grier's Self Storage
ChIJ63NeCCk_YIgRcrvoPPiHqZ0,"Lafayette Storage Solutions, LLC"
ChIJl65YvVsVYIgRTRRF35sif4E,LaFayette Storage Solutions
ChIJOZnZTrhqYIgRLYkVZmWjbew,The Storage Station
ChIJ1wZG2yFdYIgRq2rv5mNMjtQ,Rossville Self Storage
ChIJC46lJ-bR9YgR8R8B0e3IdpI,Monroe Self Storage
ChIJn2HZAGfQ9YgR9ZNyDvJeCBI,USA Storage Centers - Monroe
ChIJoynXukLQ9YgRklKhhZMMF1M,Elite Storage Solutions
ChIJRbzI7-_Q9YgR-xlBrzDly2o,SecurCare Self Storage
ChIJxyKtW73Q9YgRJAweFlibiKs,AAA Walton Security Storage
ChIJmcsRT-3P9YgRnhlIb-KTps4,Between Mini Storage
ChIJA-fE0uHQ9YgRsuP0WesjwOE,Walton Security Storage
ChIJg6WwPzTJ9YgRCL9c5yH9k_A,10 Federal Self Storage
ChIJ19FcV8jH9YgRNh1ckbXu8Og,A & A Mini Storage Inc
ChIJSfMYFX_P9YgR-oLO5NTh4AI,10 Federal Self Storage
ChIJ8dw1eLrw74gRG2jdN53XrLE,A-1 Self Storage
ChIJ4VXSaaf674gRvtwVf5xl0wg,City Self Storage
ChIJ4UavrATw74gRh6oP9i0pu38,Augusta Avenue Storage
ChIJC6aFplbl74gRO62hAfJ8QU0,Albany Ave Self Storage
ChIJH-yWq7Tw74gRX4_GAJAfjcY,Knight Avenue Storage
ChIJibNBO5vw74gRX09UmgxUOkQ,City Self Storage
ChIJ7TO5YXnw74gRsnjXx62c3gM,Ace Storage
ChIJd77XFDPx74gRGD0H2XmQjVA,Georgia Storage Solutions
ChIJx9NLQnbw74gRwXx7RqzeKbo,Store N' Lock Mini Storage
ChIJKbK1cbcu94gRU0EiYnGsvE0,Self Storage Secure
ChIJd-z5mMEu94gR3FK1G2a2ToY,E-Z Self Storage
ChIJBbGh_YbH-ogRC6InqDUxyy8,Jessup Storage
ChIJn3RUFvW4-ogR8_nlNNkjTrc,Hayes Mini-Storage
ChIJBcJ1_YbH-ogRUtpFu2qgXzs,Sunset Mini Storage
ChIJmSTXo-e4-ogRYuHIPmlcg_Y,Budget Self Storage
ChIJ6VxD7wG5-ogRofQDF4s7Tms,Jesup Mini Storage
ChIJubVCBpK5-ogR4lWqTsO8WQE,Sunset Self Storage
ChIJL06UyIBFX4gRKiZ2hy7duec,129 Mini Storage
ChIJhc37xhdPX4gRaoZ98SiVZ6Y,Stonegate Mini-Storage
ChIJoazKD_pFX4gRkVefpztCCkY,Stonegate Mini Storage (Cleveland City Location)
ChIJg0jC-TZ1YIgRqNJuuOjzjZw,RW Mini Storage
ChIJv_wsuSJ1YIgRg3ofJzdnYo4,Mini Warehouses Of Dalton
ChIJK3Gj1xh1YIgRdOzzrTQnAYQ,Sentry Climate Control Storage
ChIJcdIYdPzfX4gRln-vBGpNeYc,Dalton Storage
ChIJidhNgYDfX4gR2bPyIwQKbS4,All Seasons Self Storage
ChIJqxruksd1YIgRrhHvV9JoInE,Mini Warehouses-Thornton Avenue
ChIJ5Redkf10YIgRsFutD_jKil8,Mini Warehouses-North Georgia
ChIJCcMy0v10YIgR7Pb4cJfdiOM,HHC Mini Warehouses
ChIJuea-vjN1YIgRcTSknRmHRas,Mini Warehouses-North Whitfield
ChIJBYKF0Hl1YIgR1FW-9-NboSo,Mini Warehouses-Pleasant Grove
ChIJDWDLcyZ2YIgRcexldT3rMkI,Global Storage
ChIJ-Z-aqi92YIgRrw5FSSELR5s,Mini Warehouses-Pleasant Grove
ChIJKWeZnmJ3YIgRWJP9MpoHskI,Copper Safe Storage
ChIJB-mPCNx3YIgR8LOpQ3C-Pgc,Mini Warehouses-Nob North
ChIJC8JYw-jeX4gRmdoo0PrMXZw,Mini Warehouses-Dawnville
ChIJjXZ94PQKYIgR-s8NxMqYHs4,U Lock It Mini Warehouses
ChIJs6apl3QLYIgR3bYT9c2agOA,King Self Storage Inc
ChIJxRFBKoZ0YIgRlKM_RpAf9Xg,U Lock It Mini Warehouses
ChIJGbRRI88L8ogRGQDywNreGiY,Simple Storage Solutions
ChIJ-T1jlbYJ8ogR-Cx6MGtQFoo,Quick Lock Storage - Sylvester
ChIJJ3K7nAwJ8ogRn0P5sGJs7K4,Stor-All Self Storage of Sylvester
ChIJEfXkhiAJ8ogRQx7lbGHTpWw,Moore Storage
ChIJb2daG7IJ8ogRjQ8hBw3O7k0,Birdsong Warehouse Service Co (Sylvester Cold Storage)
